,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.net.wifi.WifiNetworkSuggestion.Builder: WifiNetworkSuggestion.Builder setWpa2EnterpriseConfig(WifiEnterpriseConfig)>,,,"Set the associated enterprise configuration for this network. Needed for authenticating
 to WPA2-EAP networks. See WifiEnterpriseConfig for description.","WifiNetworkSuggestion.Builder Instance of Builder to enable chaining of the builder method.
 
 This value will never be null . |||","enterpriseConfig WifiEnterpriseConfig : Instance of WifiEnterpriseConfig .
This value must never be null . |||",29.0
<android.widget.TextView: TextDirectionHeuristic getTextDirectionHeuristic()>,,,"Returns resolved TextDirectionHeuristic that will be used for text layout.
 The TextDirectionHeuristic that is used by TextView is only available after View.getTextDirection() and View.getLayoutDirection() is resolved. Therefore the
 return value may not be the same as the one TextView uses if the View's layout direction is
 not resolved or detached from parent root view.",TextDirectionHeuristic This value will never be null . |||,,29.0
<android.telephony.SubscriptionPlan: long getDataUsageTime()>,,,"Return the time at which getDataUsageBytes() was valid. Value is a non-negative timestamp measured as the number of
 milliseconds since 1970-01-01T00:00:00Z.","long Value is a non-negative timestamp measured as the number of
 milliseconds since 1970-01-01T00:00:00Z. |||",,28.0
<android.media.AudioTrack: int setPresentation(AudioPresentation)>,,,"Sets the audio presentation.
 If the audio presentation is invalid then ERROR_BAD_VALUE will be returned.
 If a multi-stream decoder (MSD) is not present or the format does not support
 multiple presentations then ERROR_INVALID_OPERATION will be returned. ERROR is returned in case of any other error.",int error code or success see SUCCESS  ERROR  ERROR_BAD_VALUE  ERROR_INVALID_OPERATION |||,"presentation AudioPresentation : see AudioPresentation . In particular id should be set.
This value must never be null . |||",28.0
<android.media.tv.TvInputManager: List getBlockedRatings()>,,,Returns the list of blocked content ratings.,List < TvContentRating > the list of content ratings blocked by the user. |||,,28.0
<android.service.dreams.DreamService: T requireViewById(int)>,,,"Finds a view that was identified by the id attribute from the XML that was processed in onCreate() or throws an IllegalArgumentException if the ID is invalid or there is no
 matching view in the hierarchy. Note: Requires a window do not call before onAttachedToWindow() Note: In most cases -- depending on compiler support --
 the resulting view is automatically cast to the target class type. If
 the target class type is unconstrained an explicit cast may be
 necessary.","T a view with given ID
 This value will never be null . |||",id int : the ID to search for |||,28.0
<android.graphics.Bitmap: void setColorSpace(ColorSpace)>,,,"Modifies the bitmap to have the specified ColorSpace without
 affecting the underlying allocation backing the bitmap. This affects how the framework will interpret the color at each pixel. A bitmap
 with Config#ALPHA_8 never has a color space since a color space does not
 affect the alpha channel. Other Config s must always have a non-null ColorSpace .",void,"colorSpace ColorSpace : to assign to the bitmap
This value must never be null . |||",29.0
<android.app.usage.EventStats: long getFirstTimeStamp()>,,,"Get the beginning of the time range this EventStats represents
 measured in milliseconds since the epoch.",long |||,,28.0
<android.view.textclassifier.TextClassifier.EntityConfig: boolean shouldIncludeTypesFromTextClassifier()>,,,"Return whether the client allows the text classifier to include its own list of
 default types. If this function returns true a default list of types suggested
 from a text classifier will be taking into account. NOTE: This method is intended for use by a text classifier.",boolean |||,,29.0
"<android.media.audiofx.DynamicsProcessing: DynamicsProcessing.EqBand getPreEqBandByChannelIndex(int,int)>",,,,DynamicsProcessing.EqBand |||,"channelIndex int |||
band int |||",28.0
<android.media.MediaSession2.Builder: MediaSession2.Builder setId(String)>,,,"Set ID of the session. If it's not set an empty string will be used to create a session. Use this if and only if your app supports multiple playback at the same time and also
 wants to provide external apps to have finer controls of them.",MediaSession2.Builder The Builder to allow chaining |||,"id String : id of the session. Must be unique per package.
This value must never be null . |||",29.0
<android.app.DirectAction: int describeContents()>,,,"Describe the kinds of special objects contained in this Parcelable
 instance's marshaled representation. For example if the object will
 include a file descriptor in the output of writeToParcel(android.os.Parcel int) the return value of this method must include the CONTENTS_FILE_DESCRIPTOR bit.","int a bitmask indicating the set of special object types marshaled
 by this Parcelable object instance.
 
 Value is either 0 or CONTENTS_FILE_DESCRIPTOR |||",,29.0
"<android.icu.text.Bidi: void setContext(String,String)>",,,"Set the context before a call to setPara(). setPara() computes the left-right directionality for a given piece
 of text which is supplied as one of its arguments. Sometimes this piece
 of text (the ""main text"") should be considered in context because text
 appearing before (""prologue"") and/or after (""epilogue"") the main text
 may affect the result of this computation. This function specifies the prologue and/or the epilogue for the next
 call to setPara(). If successive calls to setPara()
 all need specification of a context setContext() must be called
 before each call to setPara(). In other words a context is not
 ""remembered"" after the following successful call to setPara(). If a call to setPara() specifies DEFAULT_LTR or
 DEFAULT_RTL as paraLevel and is preceded by a call to
 setContext() which specifies a prologue the paragraph level will
 be computed taking in consideration the text in the prologue. When setPara() is called without a previous call to
 setContext the main text is handled as if preceded and followed
 by strong directional characters at the current paragraph level.
 Calling setContext() with specification of a prologue will change
 this behavior by handling the main text as if preceded by the last
 strong character appearing in the prologue if any.
 Calling setContext() with specification of an epilogue will change
 the behavior of setPara() by handling the main text as if followed
 by the first strong character or digit appearing in the epilogue if any. Note 1: if setContext is called repeatedly without
         calling setPara the earlier calls have no effect
         only the last call will be remembered for the next call to setPara . Note 2: calling setContext(null null) cancels any previous setting of non-empty prologue or epilogue.
         The next call to setPara() will process no
         prologue or epilogue. Note 3: users must be aware that even after setting the context
         before a call to setPara() to perform e.g. a logical to visual
         transformation the resulting string may not be identical to what it
         would have been if all the text including prologue and epilogue had
         been processed together. Example (upper case letters represent RTL characters): prologue = "" abc DE "" epilogue = none main text = "" FGH xyz "" paraLevel = LTR display without prologue = "" HGF xyz ""
             (""HGF"" is adjacent to ""xyz"") display with prologue = "" abc HGFED xyz ""
             (""HGF"" is not adjacent to ""xyz"")",void,"prologue String : is the text which precedes the text that
will be specified in a coming call to setPara().
If there is no prologue to consider
this parameter can be null . |||
epilogue String : is the text which follows the text that
will be specified in a coming call to setPara().
If there is no epilogue to consider
this parameter can be null . |||",29.0
