,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
"<android.net.wifi.p2p.WifiP2pManager: void requestP2pState(WifiP2pManager.Channel,WifiP2pManager.P2pStateListener)>",,,"Request p2p enabled state. This state indicates whether Wi-Fi p2p is enabled or disabled.
 The valid value is one of WIFI_P2P_STATE_DISABLED or WIFI_P2P_STATE_ENABLED . The state is returned using the P2pStateListener listener. This state is also included in the WIFI_P2P_STATE_CHANGED_ACTION broadcast event with extra EXTRA_WIFI_STATE .",void,"c WifiP2pManager.Channel : is the channel created at initialize(Context Looper WifiP2pManager.ChannelListener) .
This value must never be null . |||
listener WifiP2pManager.P2pStateListener : for callback when p2p state is available..
This value must never be null . |||",29
<android.net.wifi.rtt.RangingRequest.Builder: RangingRequest.Builder addAccessPoint(ScanResult)>,,,"Add the device specified by the ScanResult to the list of devices with
 which to measure range. The total number of peers added to a request cannot exceed the
 limit specified by RangingRequest.getMaxPeers() . Ranging may not be supported if the Access Point does not support IEEE 802.11mc. Use ScanResult#is80211mcResponder() to verify the Access Point's capabilities. If
 not supported the result status will be RangingResult#STATUS_RESPONDER_DOES_NOT_SUPPORT_IEEE80211MC .",RangingRequest.Builder The builder to facilitate chaining builder.setXXX(..).setXXX(..) . |||,"apInfo ScanResult : Information of an Access Point (AP) obtained in a Scan Result.
This value must never be null . |||",28
<android.net.wifi.rtt.RangingRequest: int getMaxPeers()>,,,"Returns the maximum number of peers to range which can be specified in a single RangingRequest . The limit applies no matter how the peers are added to the request e.g.
 through RangingRequest.Builder#addAccessPoint(ScanResult) or RangingRequest.Builder#addAccessPoints(List) .",int Maximum number of peers. |||,,28
<android.net.wifi.rtt.RangingResult: int getDistanceStdDevMm()>,,,,"int The standard deviation of the measured distance (in mm) to the device specified by getMacAddress() or getPeerHandle() . The standard deviation is calculated
 over the measurements executed in a single RTT burst. The number of measurements is returned
 by getNumSuccessfulMeasurements() - 0 successful measurements indicate that the
 standard deviation is not valid (a valid standard deviation requires at least 2 data points). Only valid if getStatus() returns STATUS_SUCCESS otherwise will throw an
 exception. |||",,28
<android.net.wifi.rtt.RangingResult: int getNumAttemptedMeasurements()>,,,,"int The number of attempted measurements used in the RTT exchange resulting in this set
 of results. The number of successful measurements is returned by getNumSuccessfulMeasurements() which at most if there are no errors will be 1 less
 that the number of attempted measurements. Only valid if getStatus() returns STATUS_SUCCESS otherwise will throw an
 exception. |||",,28
<android.net.wifi.rtt.RangingResult: int getNumSuccessfulMeasurements()>,,,,"int The number of successful measurements used to calculate the distance and standard
 deviation. If the number of successful measurements if 1 then then standard deviation
 returned by getDistanceStdDevMm() is not valid (a 0 is returned for the standard
 deviation). The total number of measurement attempts is returned by getNumAttemptedMeasurements() . The number of successful measurements will be at
 most 1 less then the number of attempted measurements. Only valid if getStatus() returns STATUS_SUCCESS otherwise will throw an
 exception. |||",,28
<android.net.wifi.rtt.RangingResult: MacAddress getMacAddress()>,,,,"MacAddress The MAC address of the device whose range measurement was requested. Will correspond
 to the MAC address of the device in the RangingRequest . Will return a null for results corresponding to requests issued using a PeerHandle i.e. using the RangingRequest.Builder#addWifiAwarePeer(PeerHandle) API. |||",,28
<android.net.wifi.rtt.ResponderLocation: boolean isLciSubelementValid()>,,,,"boolean true if the LCI subelement (containing Latitude Longitude and Altitude) is valid. This method tells us if the responder has provided its Location Configuration
 Information (LCI) directly and is useful when an external database of responder locations
 is not available If isLciSubelementValid() returns true all the LCI values provided by the corresponding
 getter methods will have been set as described by the responder or else if false they
 should not be used and will throw an IllegalStateException. |||",,29
<android.net.wifi.rtt.ResponderLocation: boolean isZaxisSubelementValid()>,,,,boolean if the Z subelement (containing mobility Floor Height above floor) is valid. |||,,29
<android.net.wifi.rtt.ResponderLocation: double getAltitudeUncertainty()>,,,,double the Altitude uncertainty in meters. Only valid if isLciSubelementValid() returns true or will throw an exception. An unknown uncertainty is indicated by 0. |||,,29
<android.net.wifi.rtt.ResponderLocation: double getFloorNumber()>,1,,,"double the Z sub element Floor Number. Only valid if isZaxisSubelementValid() returns true or will throw an exception. Note: this number can be positive or negative with value increments of +/- 1/16 of a
 floor. . |||",,29
<android.net.wifi.rtt.ResponderLocation: double getLatitudeUncertainty()>,,,,double the latitude uncertainty in degrees. Only valid if isLciSubelementValid() returns true or will throw an exception. An unknown uncertainty is indicated by 0. |||,,29
<android.net.wifi.rtt.ResponderLocation: double getLongitude()>,,,,double the Longitude in degrees.. Only valid if isLciSubelementValid() returns true or will throw an exception. |||,,29
<android.net.wifi.rtt.ResponderLocation: double getLongitudeUncertainty()>,,,,double the Longitude uncertainty in degrees. Only valid if isLciSubelementValid() returns true or will throw an exception. An unknown uncertainty is indicated by 0. |||,,29
<android.net.wifi.rtt.ResponderLocation: SparseArray toCivicLocationSparseArray()>,,,,SparseArray < String > the civic location represented as a SparseArray Valid keys to access the SparseArray can be found in CivicLocationKeys . Will return a null when there is no Civic Location defined. |||,,29
<android.net.wifi.rtt.ResponderLocation: String getMapImageMimeType()>,,,,"String the Map Image file Mime type referred to by getMapImageUrl().
 
 This value may be null . |||",,29
<android.net.wifi.WifiConfiguration: MacAddress getRandomizedMacAddress()>,,,"Returns MAC address set to be the local randomized MAC address.
 Depending on user preference the device may or may not use the returned MAC address for
 connections to this network. Information is restricted to Device Owner Profile Owner and Carrier apps
 (which will only obtain addresses for configurations which they create). Other callers
 will receive a default ""02:00:00:00:00:00"" MAC address.",MacAddress This value will never be null . |||,,29
<android.net.wifi.WifiInfo: int getTxLinkSpeedMbps()>,,,Returns the current transmit link speed in Mbps.,"int the Tx link speed or LINK_SPEED_UNKNOWN if link speed is unknown.
 Value is -1 or greater |||",,29
<android.net.wifi.WifiInfo: String getPasspointProviderFriendlyName()>,,,"Returns the Provider Friendly Name of the network if it is a Passpoint network. The Provider Friendly Name may be null if no network currently connected currently connected network is not
 passpoint network or the caller has insufficient permissions to access the Provider Friendly
 Name.",String |||,,29
<android.net.wifi.WifiManager: boolean isEasyConnectSupported()>,,,"Wi-Fi Easy Connect (DPP) introduces standardized mechanisms to simplify the provisioning and
 configuration of Wi-Fi devices.
 For more details visit https://www.wi-fi.org/ and
 search for ""Easy Connect"" or ""Device Provisioning Protocol specification"".",boolean true if this device supports Wi-Fi Easy-connect (Device Provisioning Protocol) |||,,29
