,SS GroundT,Cat GroundT,Description,Return,Parameters,ApiLevel
<android.net.wifi.WifiNetworkSpecifier.Builder: WifiNetworkSpecifier.Builder setSsid(String)>,,,Set the unicode SSID for the network.,"WifiNetworkSpecifier.Builder Instance of Builder to enable chaining of the builder method.
 This value will never be null . |||","ssid String : The SSID of the network. It must be valid Unicode.
This value must never be null . |||",29.0
<android.view.View: BlendMode getBackgroundTintBlendMode()>,,,"Return the blending mode used to apply the tint to the background
 drawable if specified. Related XML Attributes: android:backgroundTintMode","BlendMode the blending mode used to apply the tint to the background
         drawable null if no blend has previously been configured |||",,29.0
"<android.content.pm.PackageInstaller: void installExistingPackage(String,int,IntentSender)>",,,"Install the given package which already exists on the device for the user for which this
 installer was created. This will PackageInstaller.SessionParams#setWhitelistedRestrictedPermissions(Set) . Requires Manifest.permission.INSTALL_PACKAGES and android.Manifest.permission.INSTALL_EXISTING_PACKAGES",void,"packageName String : The package to install.
This value must never be null . |||
installReason int : Reason for install.
Value is PackageManager.INSTALL_REASON_UNKNOWN  PackageManager.INSTALL_REASON_POLICY  PackageManager.INSTALL_REASON_DEVICE_RESTORE  PackageManager.INSTALL_REASON_DEVICE_SETUP  PackageManager.INSTALL_REASON_USER or android.content.pm.PackageManager.INSTALL_REASON_ROLLBACK |||
statusReceiver IntentSender : Where to deliver the result.
This value may be null . |||",29.0
"<android.telephony.mbms.FileInfo: void writeToParcel(Parcel,int)>",,,Flatten this object in to a Parcel.,void,"dest Parcel : The Parcel in which the object should be written. |||
flags int : Additional flags about how the object should be written.
May be 0 or Parcelable.PARCELABLE_WRITE_RETURN_VALUE .
Value is either 0 or a combination of Parcelable.PARCELABLE_WRITE_RETURN_VALUE and android.os.Parcelable.PARCELABLE_ELIDE_DUPLICATES |||",28.0
<android.database.sqlite.SQLiteQueryBuilder: boolean isStrict()>,,,Get if the query is marked as strict as last configured by setStrict(boolean) .,boolean |||,,29.0
"<android.telephony.mbms.MbmsDownloadSessionCallback: void onError(int,String)>",,,Indicates that the middleware has encountered an asynchronous error.,void,"errorCode int : Any error code listed in MbmsErrors Value is MbmsErrors.ERROR_NO_UNIQUE_MIDDLEWARE  MbmsErrors.ERROR_MIDDLEWARE_LOST  MbmsErrors.ERROR_MIDDLEWARE_NOT_BOUND  MbmsErrors.InitializationErrors.ERROR_APP_PERMISSIONS_NOT_GRANTED  MbmsErrors.InitializationErrors.ERROR_DUPLICATE_INITIALIZE  MbmsErrors.InitializationErrors.ERROR_UNABLE_TO_INITIALIZE  MbmsErrors.GeneralErrors.ERROR_MIDDLEWARE_NOT_YET_READY  MbmsErrors.GeneralErrors.ERROR_OUT_OF_MEMORY  MbmsErrors.GeneralErrors.ERROR_MIDDLEWARE_TEMPORARILY_UNAVAILABLE  MbmsErrors.GeneralErrors.ERROR_IN_E911  MbmsErrors.GeneralErrors.ERROR_NOT_CONNECTED_TO_HOME_CARRIER_LTE  MbmsErrors.GeneralErrors.ERROR_UNABLE_TO_READ_SIM  MbmsErrors.GeneralErrors.ERROR_CARRIER_CHANGE_NOT_ALLOWED  MbmsErrors.DownloadErrors.ERROR_CANNOT_CHANGE_TEMP_FILE_ROOT  MbmsErrors.DownloadErrors.ERROR_UNKNOWN_DOWNLOAD_REQUEST or MbmsErrors.DownloadErrors.ERROR_UNKNOWN_FILE_INFO |||
message String : A message intended for debugging purposes describing the error in further
detail. |||",28.0
"<android.opengl.EGL15: EGLSurface eglCreatePlatformWindowSurface(EGLDisplay,EGLConfig,Buffer,long,int)>",,,,EGLSurface |||,"dpy EGLDisplay |||
config EGLConfig |||
native_window Buffer |||
attrib_list long |||
offset int |||",29.0
<android.view.SurfaceControl.Transaction: void close()>,,,Release the native transaction object without applying it.,void,,29.0
<android.telephony.SubscriptionInfo: int getSubscriptionType()>,,,This method returns the type of a subscription. It can be SubscriptionManager#SUBSCRIPTION_TYPE_LOCAL_SIM or SubscriptionManager#SUBSCRIPTION_TYPE_REMOTE_SIM .,"int the type of subscription
 
 Value is SubscriptionManager.SUBSCRIPTION_TYPE_LOCAL_SIM or SubscriptionManager.SUBSCRIPTION_TYPE_REMOTE_SIM |||",,29.0
<android.graphics.fonts.Font: FontStyle getStyle()>,,,Get a style associated with this font.,"FontStyle a font style
 
 This value will never be null . |||",,29.0
<android.view.textclassifier.TextClassifierEvent: int getActionIndices()>,,,"Returns the indices of the actions relating to this event.
 Actions are usually returned by the text classifier in priority order with the most
 preferred action at index 0. This list gives an indication of the position of the actions
 that are being reported.",int[] This value will never be null . |||,,29.0
<android.view.View: T requireViewById(int)>,,,"Finds the first descendant view with the given ID the view itself if the ID matches getId() or throws an IllegalArgumentException if the ID is invalid or there is no
 matching view in the hierarchy. Note: In most cases -- depending on compiler support --
 the resulting view is automatically cast to the target class type. If
 the target class type is unconstrained an explicit cast may be
 necessary.","T a view with given ID
 This value will never be null . |||",id int : the ID to search for |||,28.0
<android.graphics.RenderNode: boolean isPivotExplicitlySet()>,,,,"boolean Whether or not a pivot was explicitly set with setPivotX(float) or setPivotY(float) . If no pivot has been set then the pivot will be the center
 of the RenderNode. |||",,29.0
<android.os.Build.Partition: String getName()>,,,"The name of this partition e.g. ""system"" or ""vendor""",String This value will never be null . |||,,29.0
<android.hardware.biometrics.BiometricPrompt.Builder: BiometricPrompt.Builder setDeviceCredentialAllowed(boolean)>,,,"This method was deprecated
      in API level R. Replaced by setAllowedAuthenticators(int) . Optional: If enabled the user will be given the option to authenticate with their device
 PIN pattern or password. Developers should first check BiometricManager#canAuthenticate(int) for Authenticators#DEVICE_CREDENTIAL before enabling. If the device is not secured with a credential AuthenticationCallback#onAuthenticationError(int CharSequence) will be invoked
 with BiometricPrompt#BIOMETRIC_ERROR_NO_DEVICE_CREDENTIAL . Defaults to false. Note that enabling this option replaces the negative button on the prompt with one
 that allows the user to authenticate with their device credential making it an error to
 call setNegativeButton(java.lang.CharSequence java.util.concurrent.Executor android.content.DialogInterface.OnClickListener) .","BiometricPrompt.Builder This builder.

 This value will never be null . |||","allowed boolean : true if the prompt should fall back to asking for the user's device
credential (PIN/pattern/password) or false otherwise. |||",29.0
